tuple
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'All', 'All', 1, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Dwelling/Fire', 82903, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82904, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82905, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Excess Private Flood', 82906, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Farmowners', 82907, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82908, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82909, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Mobile Homeowners', 82910, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82911, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Primary Private Flood', 82912, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Tenants', 82913, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Sumter', 'Personal Residential - Tenants - WIND ONLY', 82914, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'All', 82915, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82916, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82917, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82918, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82919, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82920, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - CMP (Condo Associations Only)', 82921, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - CMP (Excl Condo Associations)', 82922, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82923, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82924, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Allied Lines', 82925, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82926, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Condominium Unit Owners', 82927, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82928, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Dwelling/Fire', 82929, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82930, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82931, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Excess Private Flood', 82932, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Farmowners', 82933, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82934, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82935, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Mobile Homeowners', 82936, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82937, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Primary Private Flood', 82938, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Tenants', 82939, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Suwannee', 'Personal Residential - Tenants - WIND ONLY', 82940, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'All', 82941, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82942, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82943, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82944, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82945, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82946, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - CMP (Condo Associations Only)', 82947, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - CMP (Excl Condo Associations)', 82948, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82949, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82950, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Allied Lines', 82951, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82952, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Condominium Unit Owners', 82953, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82954, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Dwelling/Fire', 82955, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82956, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82957, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Excess Private Flood', 82958, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Farmowners', 82959, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82960, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82961, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Mobile Homeowners', 82962, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82963, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Primary Private Flood', 82964, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Tenants', 82965, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Taylor', 'Personal Residential - Tenants - WIND ONLY', 82966, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'All', 82967, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82968, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82969, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82970, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82971, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82972, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - CMP (Condo Associations Only)', 82973, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - CMP (Excl Condo Associations)', 82974, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 82975, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 82976, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Allied Lines', 82977, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 82978, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Condominium Unit Owners', 82979, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 82980, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Dwelling/Fire', 82981, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 82982, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 82983, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Excess Private Flood', 82984, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Farmowners', 82985, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 82986, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 82987, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Mobile Homeowners', 82988, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Mobile Homeowners - WIND ONLY', 82989, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Primary Private Flood', 82990, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Tenants', 82991, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Union', 'Personal Residential - Tenants - WIND ONLY', 82992, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'All', 82993, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 82994, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 82995, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 82996, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - Allied Lines (Condo Associations Only)', 82997, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 82998, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - CMP (Condo Associations Only)', 82999, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - CMP (Excl Condo Associations)', 83000, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 83001, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 83002, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Allied Lines', 83003, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 83004, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Condominium Unit Owners', 83005, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 83006, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Dwelling/Fire', 83007, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 83008, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 83009, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Excess Private Flood', 83010, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Farmowners', 83011, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 83012, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 83013, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Mobile Homeowners', 83014, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Mobile Homeowners - WIND ONLY', 83015, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Primary Private Flood', 83016, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Tenants', 83017, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Volusia', 'Personal Residential - Tenants - WIND ONLY', 83018, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'All', 83019, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 83020, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 83021, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 83022, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - Allied Lines (Condo Associations Only)', 83023, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 83024, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - CMP (Condo Associations Only)', 83025, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - CMP (Excl Condo Associations)', 83026, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 83027, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 83028, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Allied Lines', 83029, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 83030, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Condominium Unit Owners', 83031, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 83032, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Dwelling/Fire', 83033, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 83034, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 83035, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Excess Private Flood', 83036, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Farmowners', 83037, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 83038, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 83039, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Mobile Homeowners', 83040, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Mobile Homeowners - WIND ONLY', 83041, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Primary Private Flood', 83042, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Tenants', 83043, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Wakulla', 'Personal Residential - Tenants - WIND ONLY', 83044, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'All', 83045, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 83046, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 83047, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 83048, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - Allied Lines (Condo Associations Only)', 83049, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 83050, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - CMP (Condo Associations Only)', 83051, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - CMP (Excl Condo Associations)', 83052, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 83053, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 83054, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Allied Lines', 83055, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 83056, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Condominium Unit Owners', 83057, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 83058, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Dwelling/Fire', 83059, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 83060, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 83061, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Excess Private Flood', 83062, 10)"
"('2013', 'Quarter 3 (07/01/2013-09/30/2013)', 'Walton', 'Personal Residential - Farmowners', 83063, 10)"
